"No.","Time","Source","Destination","Protocol","Length","bInterfaceClass","Info"
"65","0.056733","192.168.10.7","192.168.10.7","TCP","98","","64657  >  49439 [<None>] Seq=1 Win=921 Len=44"
"66","0.057546","192.168.10.7","192.168.10.7","TCP","54","","65359  >  58228 [<None>] Seq=1 Win=606 Len=0"
"67","0.058119","192.168.10.7","192.168.10.7","TCP","98","","21454  >  59285 [<None>] Seq=1 Win=875 Len=44"
"68","0.058669","192.168.10.7","192.168.10.7","TCP","54","","25039  >  59007 [<None>] Seq=1 Win=447 Len=0"
"69","0.059388","192.168.10.7","192.168.10.7","TCP","54","","40145  >  16404 [FIN] Seq=1 Win=572 Len=0"
"70","0.059969","192.168.10.7","192.168.10.7","TCP","54","","64650  >  22328 [<None>] Seq=1 Win=115 Len=0"
"71","0.060535","192.168.10.6","192.168.10.7","TCP","54","","38242  >  60903 [SYN] Seq=0 Win=142 Len=0"
"72","0.061265","192.168.10.6","192.168.10.7","TCP","93","","9709  >  65133 [<None>] Seq=1 Win=864 Len=39"
"73","0.061859","192.168.10.7","192.168.10.6","TCP","54","","11030  >  18092 [<None>] Seq=1 Win=832 Len=0"
"74","0.062547","192.168.10.6","192.168.10.7","TCP","93","","59668  >  34182 [<None>] Seq=1 Win=189 Len=39"
"75","0.063064","192.168.10.7","192.168.10.6","TCP","54","","39397  >  17890 [<None>] Seq=1 Win=479 Len=0"
"76","0.063627","192.168.10.6","192.168.10.7","TCP","93","","49959  >  59672 [<None>] Seq=1 Win=146 Len=39"
"77","0.064121","192.168.10.7","192.168.10.6","TCP","54","","3441  >  13261 [<None>] Seq=1 Win=768 Len=0"
"78","0.064749","192.168.10.6","192.168.10.7","TCP","93","","13199  >  48399 [<None>] Seq=1 Win=739 Len=39"
"79","0.065274","192.168.10.7","192.168.10.6","TCP","54","","58374  >  16681 [<None>] Seq=1 Win=777 Len=0"
"80","0.066123","192.168.10.6","192.168.10.7","TCP","93","","38304  >  14205 [<None>] Seq=1 Win=140 Len=39"
"81","0.066634","192.168.10.7","192.168.10.6","TCP","54","","15304  >  36978 [<None>] Seq=1 Win=785 Len=0"
"82","0.067196","192.168.10.6","192.168.10.7","TCP","93","","1521  >  20606 [<None>] Seq=1 Win=671 Len=39"
"83","0.067801","192.168.10.7","192.168.10.6","TCP","54","","19232  >  63441 [<None>] Seq=1 Win=460 Len=0"
"84","0.068628","192.168.10.6","192.168.10.7","TCP","93","","56441  >  64976 [<None>] Seq=1 Win=888 Len=39"
"85","0.069474","192.168.10.7","192.168.10.6","TCP","54","","32340  >  39988 [<None>] Seq=1 Win=620 Len=0"
"86","0.070289","192.168.10.6","192.168.10.7","TCP","54","","42977  >  32644 [FIN] Seq=1 Win=733 Len=0"
"87","0.070891","192.168.10.6","192.168.10.7","TCP","54","","20641  >  21955 [<None>] Seq=1 Win=710 Len=0"
"88","0.071473","192.168.10.5","192.168.10.6","TCP","54","","1564  >  46378 [SYN] Seq=0 Win=259 Len=0"
"89","0.072135","192.168.10.5","192.168.10.6","TCP","67","","63510  >  63336 [<None>] Seq=1 Win=742 Len=13"
"90","0.072841","192.168.10.6","192.168.10.5","TCP","54","","47974  >  42506 [<None>] Seq=1 Win=803 Len=0"
"91","0.074019","192.168.10.5","192.168.10.6","TCP","67","","20409  >  28048 [<None>] Seq=1 Win=347 Len=13"
"92","0.074889","192.168.10.6","192.168.10.5","TCP","54","","43191  >  5770 [<None>] Seq=1 Win=187 Len=0"
"93","0.075462","192.168.10.5","192.168.10.6","TCP","67","","50412  >  16762 [<None>] Seq=1 Win=694 Len=13"
"94","0.076004","192.168.10.6","192.168.10.5","TCP","54","","20826  >  63609 [<None>] Seq=1 Win=388 Len=0"
"95","0.076584","192.168.10.5","192.168.10.6","TCP","67","","41441  >  41440 [<None>] Seq=1 Win=426 Len=13"
"96","0.077086","192.168.10.6","192.168.10.5","TCP","54","","15157  >  25643 [<None>] Seq=1 Win=959 Len=0"
"97","0.077827","192.168.10.5","192.168.10.6","TCP","67","","23492  >  52069 [<None>] Seq=1 Win=412 Len=13"
"98","0.078399","192.168.10.6","192.168.10.5","TCP","54","","45509  >  13835 [<None>] Seq=1 Win=785 Len=0"
"99","0.079020","192.168.10.5","192.168.10.6","TCP","67","","5596  >  65267 [<None>] Seq=1 Win=330 Len=13"
"100","0.079579","192.168.10.6","192.168.10.5","TCP","54","","4986  >  16150 [<None>] Seq=1 Win=723 Len=0"
"101","0.080170","192.168.10.5","192.168.10.6","TCP","67","","27358  >  11386 [<None>] Seq=1 Win=752 Len=13"
"102","0.080745","192.168.10.6","192.168.10.5","TCP","54","","45796  >  13357 [<None>] Seq=1 Win=722 Len=0"
"103","0.081369","192.168.10.5","192.168.10.6","TCP","67","","15684  >  9706 [<None>] Seq=1 Win=676 Len=13"
"104","0.082329","192.168.10.6","192.168.10.5","TCP","54","","9699  >  14047 [<None>] Seq=1 Win=242 Len=0"
"105","0.083020","192.168.10.5","192.168.10.6","TCP","54","","53796  >  11701 [FIN] Seq=1 Win=721 Len=0"
"106","0.083612","192.168.10.5","192.168.10.6","TCP","54","","1167  >  2556 [<None>] Seq=1 Win=652 Len=0"
"107","0.084171","192.168.10.2","192.168.10.2","TCP","54","","60610  >  64001 [SYN] Seq=0 Win=851 Len=0"
"108","0.084749","192.168.10.2","192.168.10.2","TCP","139","","25950  >  53145 [<None>] Seq=1 Win=787 Len=85"
"109","0.085278","192.168.10.2","192.168.10.2","TCP","54","","45149  >  2537 [<None>] Seq=1 Win=152 Len=0"
"110","0.085960","192.168.10.2","192.168.10.2","TCP","139","","19232  >  40741 [<None>] Seq=1 Win=268 Len=85"
"111","0.086465","192.168.10.2","192.168.10.2","TCP","54","","32621  >  44643 [<None>] Seq=1 Win=294 Len=0"
"112","0.087041","192.168.10.2","192.168.10.2","TCP","139","","27859  >  6261 [<None>] Seq=1 Win=278 Len=85"
"113","0.087742","192.168.10.2","192.168.10.2","TCP","54","","3381  >  9039 [<None>] Seq=1 Win=790 Len=0"
"114","0.088750","192.168.10.2","192.168.10.2","TCP","139","","20582  >  46389 [<None>] Seq=1 Win=335 Len=85"
"115","0.089514","192.168.10.2","192.168.10.2","TCP","54","","23003  >  45265 [<None>] Seq=1 Win=152 Len=0"
"116","0.090406","192.168.10.2","192.168.10.2","TCP","139","","18609  >  49331 [<None>] Seq=1 Win=831 Len=85"
"117","0.091143","192.168.10.2","192.168.10.2","TCP","54","","28843  >  31690 [<None>] Seq=1 Win=489 Len=0"
"118","0.091761","192.168.10.2","192.168.10.2","TCP","139","","17016  >  4528 [<None>] Seq=1 Win=815 Len=85"
"119","0.092389","192.168.10.2","192.168.10.2","TCP","54","","16012  >  7691 [<None>] Seq=1 Win=495 Len=0"
"120","0.092963","192.168.10.2","192.168.10.2","TCP","139","","53517  >  6879 [<None>] Seq=1 Win=107 Len=85"
"121","0.093503","192.168.10.2","192.168.10.2","TCP","54","","43706  >  11809 [<None>] Seq=1 Win=400 Len=0"
"122","0.094216","192.168.10.2","192.168.10.2","TCP","139","","24549  >  44815 [<None>] Seq=1 Win=443 Len=85"
"123","0.094746","192.168.10.2","192.168.10.2","TCP","54","","6260  >  29538 [<None>] Seq=1 Win=614 Len=0"
"124","0.095337","192.168.10.2","192.168.10.2","TCP","139","","28240  >  6513 [<None>] Seq=1 Win=700 Len=85"
"125","0.095847","192.168.10.2","192.168.10.2","TCP","54","","40375  >  19746 [<None>] Seq=1 Win=761 Len=0"
"126","0.096409","192.168.10.2","192.168.10.2","TCP","54","","64431  >  46884 [FIN] Seq=1 Win=491 Len=0"
"127","0.096960","192.168.10.2","192.168.10.2","TCP","54","","40896  >  21137 [<None>] Seq=1 Win=241 Len=0"
"128","0.097536","192.168.10.7","192.168.10.3","TCP","54","","30351  >  12389 [SYN] Seq=0 Win=706 Len=0"
"129","0.098311","192.168.10.7","192.168.10.3","TCP","136","","48213  >  23359 [<None>] Seq=1 Win=811 Len=82"
"130","0.098940","192.168.10.3","192.168.10.7","TCP","54","","19362  >  44803 [<None>] Seq=1 Win=760 Len=0"
"131","0.099627","192.168.10.7","192.168.10.3","TCP","136","","38231  >  50551 [<None>] Seq=1 Win=319 Len=82"
"132","0.100135","192.168.10.3","192.168.10.7","TCP","54","","29107  >  14400 [<None>] Seq=1 Win=297 Len=0"
"133","0.100804","192.168.10.7","192.168.10.3","TCP","136","","58347  >  35528 [<None>] Seq=1 Win=141 Len=82"
"134","0.101544","192.168.10.3","192.168.10.7","TCP","54","","20969  >  3505 [<None>] Seq=1 Win=495 Len=0"
"135","0.102126","192.168.10.7","192.168.10.3","TCP","136","","2142  >  27094 [<None>] Seq=1 Win=271 Len=82"
"136","0.102629","192.168.10.3","192.168.10.7","TCP","54","","55923  >  38030 [<None>] Seq=1 Win=449 Len=0"
"137","0.103277","192.168.10.7","192.168.10.3","TCP","136","","6157  >  5305 [<None>] Seq=1 Win=607 Len=82"
"138","0.103824","192.168.10.3","192.168.10.7","TCP","54","","26400  >  30387 [<None>] Seq=1 Win=291 Len=0"
"139","0.104403","192.168.10.7","192.168.10.3","TCP","136","","47092  >  32873 [<None>] Seq=1 Win=529 Len=82"
"140","0.104907","192.168.10.3","192.168.10.7","TCP","54","","52649  >  61091 [<None>] Seq=1 Win=996 Len=0"
"141","0.105597","192.168.10.7","192.168.10.3","TCP","136","","34858  >  22321 [<None>] Seq=1 Win=659 Len=82"
"142","0.106155","192.168.10.3","192.168.10.7","TCP","54","","21880  >  53861 [<None>] Seq=1 Win=200 Len=0"
"143","0.106765","192.168.10.7","192.168.10.3","TCP","136","","53164  >  43297 [<None>] Seq=1 Win=292 Len=82"
"144","0.107349","192.168.10.3","192.168.10.7","TCP","54","","31403  >  18249 [<None>] Seq=1 Win=223 Len=0"
"145","0.107979","192.168.10.7","192.168.10.3","TCP","136","","2026  >  59431 [<None>] Seq=1 Win=789 Len=82"
"146","0.108595","192.168.10.3","192.168.10.7","TCP","54","","59928  >  5266 [<None>] Seq=1 Win=861 Len=0"
"147","0.109304","192.168.10.7","192.168.10.3","TCP","136","","29228  >  3465 [<None>] Seq=1 Win=134 Len=82"
"148","0.109875","192.168.10.3","192.168.10.7","TCP","54","","57255  >  31036 [<None>] Seq=1 Win=682 Len=0"
"149","0.110563","192.168.10.7","192.168.10.3","TCP","54","","53654  >  17366 [FIN] Seq=1 Win=665 Len=0"
"150","0.111107","192.168.10.7","192.168.10.3","TCP","54","","4053  >  33853 [<None>] Seq=1 Win=986 Len=0"
"151","0.111624","192.168.10.3","192.168.10.3","TCP","54","","7719  >  62055 [SYN] Seq=0 Win=378 Len=0"
"152","0.112183","192.168.10.3","192.168.10.3","TCP","118","","22647  >  6933 [<None>] Seq=1 Win=654 Len=64"
"153","0.112694","192.168.10.3","192.168.10.3","TCP","54","","62351  >  14140 [<None>] Seq=1 Win=591 Len=0"
"154","0.113392","192.168.10.3","192.168.10.3","TCP","118","","41946  >  59250 [<None>] Seq=1 Win=937 Len=64"
"155","0.113914","192.168.10.3","192.168.10.3","TCP","54","","40078  >  53183 [<None>] Seq=1 Win=888 Len=0"
"156","0.114506","192.168.10.3","192.168.10.3","TCP","118","","59260  >  12225 [<None>] Seq=1 Win=401 Len=64"
"157","0.115065","192.168.10.3","192.168.10.3","TCP","54","","5874  >  35813 [<None>] Seq=1 Win=443 Len=0"
"158","0.115758","192.168.10.3","192.168.10.3","TCP","118","","39114  >  38465 [<None>] Seq=1 Win=826 Len=64"
"159","0.116334","192.168.10.3","192.168.10.3","TCP","54","","18522  >  61489 [<None>] Seq=1 Win=342 Len=0"
"160","0.116961","192.168.10.3","192.168.10.3","TCP","118","","22900  >  3751 [<None>] Seq=1 Win=799 Len=64"
"161","0.117701","192.168.10.3","192.168.10.3","TCP","54","","35659  >  45514 [<None>] Seq=1 Win=141 Len=0"
"162","0.118716","192.168.10.3","192.168.10.3","TCP","118","","43430  >  22185 [<None>] Seq=1 Win=230 Len=64"
"163","0.119303","192.168.10.3","192.168.10.3","TCP","54","","29325  >  24733 [<None>] Seq=1 Win=122 Len=0"
"164","0.120269","192.168.10.3","192.168.10.3","TCP","118","","33919  >  33591 [<None>] Seq=1 Win=281 Len=64"
"165","0.120961","192.168.10.3","192.168.10.3","TCP","54","","36506  >  29508 [<None>] Seq=1 Win=988 Len=0"
"166","0.121676","192.168.10.3","192.168.10.3","TCP","118","","41598  >  58056 [<None>] Seq=1 Win=912 Len=64"
"167","0.122233","192.168.10.3","192.168.10.3","TCP","54","","34744  >  47201 [<None>] Seq=1 Win=442 Len=0"
"168","0.122811","192.168.10.3","192.168.10.3","TCP","118","","8254  >  44556 [<None>] Seq=1 Win=550 Len=64"
"169","0.123337","192.168.10.3","192.168.10.3","TCP","54","","28616  >  27405 [<None>] Seq=1 Win=507 Len=0"
"170","0.123911","192.168.10.3","192.168.10.3","TCP","118","","51389  >  36431 [<None>] Seq=1 Win=398 Len=64"
"171","0.124434","192.168.10.3","192.168.10.3","TCP","54","","49421  >  38082 [<None>] Seq=1 Win=373 Len=0"
"172","0.125049","192.168.10.3","192.168.10.3","TCP","118","","1752  >  5801 [<None>] Seq=1 Win=584 Len=64"
"173","0.125737","192.168.10.3","192.168.10.3","TCP","54","","51806  >  56887 [<None>] Seq=1 Win=725 Len=0"
"174","0.126371","192.168.10.3","192.168.10.3","TCP","54","","41418  >  57524 [FIN] Seq=1 Win=203 Len=0"
"175","0.126973","192.168.10.3","192.168.10.3","TCP","54","","31692  >  31877 [<None>] Seq=1 Win=828 Len=0"
"176","0.127537","192.168.10.4","192.168.10.6","TCP","54","","26801  >  47510 [SYN] Seq=0 Win=766 Len=0"
"177","0.128155","192.168.10.4","192.168.10.6","TCP","86","","47135  >  38879 [<None>] Seq=1 Win=264 Len=32"
"178","0.128784","192.168.10.6","192.168.10.4","TCP","54","","51262  >  36135 [<None>] Seq=1 Win=857 Len=0"
"179","0.129486","192.168.10.4","192.168.10.6","TCP","86","","63950  >  46682 [<None>] Seq=1 Win=520 Len=32"
"180","0.130003","192.168.10.6","192.168.10.4","TCP","54","","30506  >  5973 [<None>] Seq=1 Win=674 Len=0"
"181","0.130578","192.168.10.4","192.168.10.6","TCP","86","","52033  >  39519 [<None>] Seq=1 Win=417 Len=32"
"182","0.131088","192.168.10.6","192.168.10.4","TCP","54","","22425  >  52747 [<None>] Seq=1 Win=238 Len=0"
"183","0.131696","192.168.10.4","192.168.10.6","TCP","86","","34533  >  37360 [<None>] Seq=1 Win=454 Len=32"
"184","0.132224","192.168.10.6","192.168.10.4","TCP","54","","21876  >  21572 [<None>] Seq=1 Win=416 Len=0"
"185","0.132797","192.168.10.4","192.168.10.6","TCP","86","","12422  >  46076 [<None>] Seq=1 Win=294 Len=32"
"186","0.133474","192.168.10.6","192.168.10.4","TCP","54","","28389  >  38363 [<None>] Seq=1 Win=762 Len=0"
"187","0.134096","192.168.10.4","192.168.10.6","TCP","86","","4821  >  23193 [<None>] Seq=1 Win=988 Len=32"
"188","0.134662","192.168.10.6","192.168.10.4","TCP","54","","64753  >  43625 [<None>] Seq=1 Win=267 Len=0"
"189","0.135327","192.168.10.4","192.168.10.6","TCP","86","","48901  >  26257 [<None>] Seq=1 Win=148 Len=32"
"190","0.135873","192.168.10.6","192.168.10.4","TCP","54","","42097  >  11977 [<None>] Seq=1 Win=297 Len=0"
"191","0.136517","192.168.10.4","192.168.10.6","TCP","86","","37173  >  1241 [<None>] Seq=1 Win=206 Len=32"
"192","0.137038","192.168.10.6","192.168.10.4","TCP","54","","19007  >  12506 [<None>] Seq=1 Win=840 Len=0"
"193","0.138229","192.168.10.4","192.168.10.6","TCP","86","","37284  >  6813 [<None>] Seq=1 Win=464 Len=32"
"194","0.138753","192.168.10.6","192.168.10.4","TCP","54","","26529  >  53932 [<None>] Seq=1 Win=374 Len=0"
"195","0.139346","192.168.10.4","192.168.10.6","TCP","86","","65121  >  41335 [<None>] Seq=1 Win=692 Len=32"
"196","0.139858","192.168.10.6","192.168.10.4","TCP","54","","55124  >  48870 [<None>] Seq=1 Win=264 Len=0"
"197","0.140438","192.168.10.4","192.168.10.6","TCP","86","","64977  >  22826 [<None>] Seq=1 Win=973 Len=32"
"198","0.140946","192.168.10.6","192.168.10.4","TCP","54","","38349  >  4215 [<None>] Seq=1 Win=702 Len=0"
"199","0.141648","192.168.10.4","192.168.10.6","TCP","86","","6504  >  21502 [<None>] Seq=1 Win=258 Len=32"
"200","0.142163","192.168.10.6","192.168.10.4","TCP","54","","24078  >  27699 [<None>] Seq=1 Win=413 Len=0"
"201","0.142743","192.168.10.4","192.168.10.6","TCP","54","","42104  >  13451 [FIN] Seq=1 Win=213 Len=0"
"202","0.143289","192.168.10.4","192.168.10.6","TCP","54","","19568  >  14913 [<None>] Seq=1 Win=578 Len=0"
"203","0.143831","192.168.10.9","192.168.10.6","TCP","54","","7000  >  14315 [SYN] Seq=0 Win=674 Len=0"
"204","0.144372","192.168.10.9","192.168.10.6","TCP","66","","58624  >  42290 [<None>] Seq=1 Win=878 Len=12"
"205","0.144882","192.168.10.6","192.168.10.9","TCP","54","","1596  >  10453 [<None>] Seq=1 Win=835 Len=0"
"206","0.145679","192.168.10.9","192.168.10.6","TCP","66","","6385  >  53843 [<None>] Seq=1 Win=840 Len=12"
"207","0.146224","192.168.10.6","192.168.10.9","TCP","54","","15152  >  35021 [<None>] Seq=1 Win=396 Len=0"
"208","0.146939","192.168.10.9","192.168.10.6","TCP","66","","14362  >  61289 [<None>] Seq=1 Win=682 Len=12"
"209","0.147475","192.168.10.6","192.168.10.9","TCP","54","","12181  >  45916 [<None>] Seq=1 Win=773 Len=0"
"210","0.148079","192.168.10.9","192.168.10.6","TCP","66","","56615  >  43296 [<None>] Seq=1 Win=315 Len=12"
"211","0.148602","192.168.10.6","192.168.10.9","TCP","54","","45670  >  18980 [<None>] Seq=1 Win=378 Len=0"
"212","0.149174","192.168.10.9","192.168.10.6","TCP","66","","43161  >  26101 [<None>] Seq=1 Win=633 Len=12"
"213","0.150143","192.168.10.6","192.168.10.9","TCP","54","","54058  >  61852 [<None>] Seq=1 Win=242 Len=0"
"214","0.150868","192.168.10.9","192.168.10.6","TCP","66","","57060  >  38276 [<None>] Seq=1 Win=815 Len=12"
"215","0.151549","192.168.10.6","192.168.10.9","TCP","54","","17735  >  51241 [<None>] Seq=1 Win=729 Len=0"
"216","0.152332","192.168.10.9","192.168.10.6","TCP","66","","65225  >  44392 [<None>] Seq=1 Win=175 Len=12"
"217","0.152849","192.168.10.6","192.168.10.9","TCP","54","","20871  >  50623 [<None>] Seq=1 Win=514 Len=0"
"218","0.153596","192.168.10.9","192.168.10.6","TCP","66","","9663  >  33408 [<None>] Seq=1 Win=636 Len=12"
"219","0.154182","192.168.10.6","192.168.10.9","TCP","54","","61248  >  30830 [<None>] Seq=1 Win=625 Len=0"
"220","0.154795","192.168.10.9","192.168.10.6","TCP","66","","63173  >  18960 [<None>] Seq=1 Win=942 Len=12"
"221","0.155372","192.168.10.6","192.168.10.9","TCP","54","","39718  >  3949 [<None>] Seq=1 Win=591 Len=0"
"222","0.155970","192.168.10.9","192.168.10.6","TCP","66","","26003  >  3320 [<None>] Seq=1 Win=810 Len=12"
"223","0.156665","192.168.10.6","192.168.10.9","TCP","54","","45403  >  44352 [<None>] Seq=1 Win=519 Len=0"
"224","0.157242","192.168.10.9","192.168.10.6","TCP","66","","51069  >  26067 [<None>] Seq=1 Win=222 Len=12"
"225","0.157862","192.168.10.6","192.168.10.9","TCP","54","","9780  >  17118 [<None>] Seq=1 Win=939 Len=0"
"226","0.158441","192.168.10.9","192.168.10.6","TCP","66","","62354  >  58629 [<None>] Seq=1 Win=148 Len=12"
"227","0.158981","192.168.10.6","192.168.10.9","TCP","54","","44123  >  28573 [<None>] Seq=1 Win=534 Len=0"
"228","0.159568","192.168.10.9","192.168.10.6","TCP","66","","59190  >  48515 [<None>] Seq=1 Win=939 Len=12"
"229","0.160120","192.168.10.6","192.168.10.9","TCP","54","","24236  >  47061 [<None>] Seq=1 Win=898 Len=0"
