"No.","Time","Source","Destination","Protocol","Length","bInterfaceClass","Info"
"28","0.027929","192.168.10.10","192.168.10.9","TCP","54","","62038  >  31805 [<None>] Seq=1 Win=923 Len=0"
"29","0.028519","192.168.10.9","192.168.10.10","TCP","54","","52533  >  62198 [FIN] Seq=1 Win=437 Len=0"
"30","0.029053","192.168.10.9","192.168.10.10","TCP","54","","9119  >  62866 [<None>] Seq=1 Win=381 Len=0"
"31","0.029662","192.168.10.4","192.168.10.7","TCP","54","","10414  >  57295 [SYN] Seq=0 Win=259 Len=0"
"32","0.030236","192.168.10.4","192.168.10.7","TCP","115","","16051  >  35233 [<None>] Seq=1 Win=476 Len=61"
"33","0.030770","192.168.10.7","192.168.10.4","TCP","54","","45191  >  27868 [<None>] Seq=1 Win=246 Len=0"
"34","0.031591","192.168.10.4","192.168.10.7","TCP","115","","15409  >  31246 [<None>] Seq=1 Win=904 Len=61"
"35","0.032176","192.168.10.7","192.168.10.4","TCP","54","","41098  >  25267 [<None>] Seq=1 Win=431 Len=0"
"36","0.032832","192.168.10.4","192.168.10.7","TCP","115","","57541  >  52098 [<None>] Seq=1 Win=342 Len=61"
"37","0.033367","192.168.10.7","192.168.10.4","TCP","54","","57137  >  6270 [<None>] Seq=1 Win=474 Len=0"
"38","0.034041","192.168.10.4","192.168.10.7","TCP","115","","62495  >  1632 [<None>] Seq=1 Win=460 Len=61"
"39","0.034585","192.168.10.7","192.168.10.4","TCP","54","","21096  >  57381 [<None>] Seq=1 Win=741 Len=0"
"40","0.035238","192.168.10.4","192.168.10.7","TCP","54","","34787  >  44851 [FIN] Seq=1 Win=985 Len=0"
"41","0.036073","192.168.10.4","192.168.10.7","TCP","54","","46560  >  50473 [<None>] Seq=1 Win=802 Len=0"
"42","0.036601","192.168.10.8","192.168.10.6","TCP","54","","9343  >  20161 [SYN] Seq=0 Win=679 Len=0"
"43","0.037166","192.168.10.8","192.168.10.6","TCP","90","","1563  >  57961 [<None>] Seq=1 Win=772 Len=36"
"44","0.037746","192.168.10.6","192.168.10.8","TCP","54","","12441  >  20081 [<None>] Seq=1 Win=891 Len=0"
"45","0.038412","192.168.10.8","192.168.10.6","TCP","90","","21561  >  49966 [<None>] Seq=1 Win=315 Len=36"
"46","0.038985","192.168.10.6","192.168.10.8","TCP","54","","52583  >  6892 [<None>] Seq=1 Win=789 Len=0"
"47","0.039775","192.168.10.8","192.168.10.6","TCP","90","","14487  >  10762 [<None>] Seq=1 Win=489 Len=36"
"48","0.040392","192.168.10.6","192.168.10.8","TCP","54","","5466  >  20591 [<None>] Seq=1 Win=902 Len=0"
"49","0.041033","192.168.10.8","192.168.10.6","TCP","90","","47998  >  57489 [<None>] Seq=1 Win=793 Len=36"
"50","0.041570","192.168.10.6","192.168.10.8","TCP","54","","46378  >  47364 [<None>] Seq=1 Win=634 Len=0"
"51","0.042208","192.168.10.8","192.168.10.6","TCP","90","","64213  >  10849 [<None>] Seq=1 Win=916 Len=36"
"52","0.042773","192.168.10.6","192.168.10.8","TCP","54","","52003  >  10022 [<None>] Seq=1 Win=925 Len=0"
"53","0.043639","192.168.10.8","192.168.10.6","TCP","54","","51262  >  15561 [FIN] Seq=1 Win=159 Len=0"
"54","0.044218","192.168.10.8","192.168.10.6","TCP","54","","9899  >  47124 [<None>] Seq=1 Win=823 Len=0"
"55","0.044790","192.168.10.9","192.168.10.2","TCP","54","","33362  >  1727 [SYN] Seq=0 Win=417 Len=0"
"56","0.045799","192.168.10.9","192.168.10.2","TCP","146","","60609  >  20205 [<None>] Seq=1 Win=235 Len=92"
"57","0.046399","192.168.10.2","192.168.10.9","TCP","54","","63975  >  51079 [<None>] Seq=1 Win=828 Len=0"
"58","0.047165","192.168.10.9","192.168.10.2","TCP","146","","37064  >  58999 [<None>] Seq=1 Win=536 Len=92"
"59","0.047713","192.168.10.2","192.168.10.9","TCP","54","","23505  >  22567 [<None>] Seq=1 Win=492 Len=0"
"60","0.048294","192.168.10.9","192.168.10.2","TCP","146","","44585  >  10713 [<None>] Seq=1 Win=151 Len=92"
"61","0.048803","192.168.10.2","192.168.10.9","TCP","54","","8249  >  25062 [<None>] Seq=1 Win=189 Len=0"
"62","0.049379","192.168.10.9","192.168.10.2","TCP","146","","18986  >  33534 [<None>] Seq=1 Win=114 Len=92"
"63","0.049915","192.168.10.2","192.168.10.9","TCP","54","","15346  >  27214 [<None>] Seq=1 Win=140 Len=0"
"64","0.050495","192.168.10.9","192.168.10.2","TCP","146","","27156  >  38827 [<None>] Seq=1 Win=889 Len=92"
"65","0.051182","192.168.10.2","192.168.10.9","TCP","54","","17069  >  45328 [<None>] Seq=1 Win=562 Len=0"
"66","0.051776","192.168.10.9","192.168.10.2","TCP","146","","20166  >  40780 [<None>] Seq=1 Win=724 Len=92"
"67","0.052374","192.168.10.2","192.168.10.9","TCP","54","","65176  >  58699 [<None>] Seq=1 Win=303 Len=0"
"68","0.053030","192.168.10.9","192.168.10.2","TCP","54","","14464  >  25858 [FIN] Seq=1 Win=135 Len=0"
"69","0.053615","192.168.10.9","192.168.10.2","TCP","54","","20474  >  28923 [<None>] Seq=1 Win=346 Len=0"
"70","0.054221","192.168.10.3","192.168.10.9","TCP","54","","40691  >  55638 [SYN] Seq=0 Win=966 Len=0"
"71","0.054906","192.168.10.3","192.168.10.9","TCP","115","","24178  >  37571 [<None>] Seq=1 Win=340 Len=61"
"72","0.055639","192.168.10.9","192.168.10.3","TCP","54","","24550  >  27444 [<None>] Seq=1 Win=239 Len=0"
"73","0.056251","192.168.10.3","192.168.10.9","TCP","115","","34811  >  63093 [<None>] Seq=1 Win=924 Len=61"
"74","0.056766","192.168.10.9","192.168.10.3","TCP","54","","57761  >  29873 [<None>] Seq=1 Win=453 Len=0"
"75","0.057376","192.168.10.3","192.168.10.9","TCP","115","","13584  >  34799 [<None>] Seq=1 Win=670 Len=61"
"76","0.057890","192.168.10.9","192.168.10.3","TCP","54","","32574  >  64291 [<None>] Seq=1 Win=344 Len=0"
"77","0.058481","192.168.10.3","192.168.10.9","TCP","115","","40084  >  15684 [<None>] Seq=1 Win=189 Len=61"
"78","0.059015","192.168.10.9","192.168.10.3","TCP","54","","29588  >  31639 [<None>] Seq=1 Win=240 Len=0"
"79","0.059754","192.168.10.3","192.168.10.9","TCP","115","","43445  >  46649 [<None>] Seq=1 Win=978 Len=61"
"80","0.060399","192.168.10.9","192.168.10.3","TCP","54","","60381  >  3459 [<None>] Seq=1 Win=410 Len=0"
"81","0.061000","192.168.10.3","192.168.10.9","TCP","115","","21588  >  18151 [<None>] Seq=1 Win=203 Len=61"
"82","0.061568","192.168.10.9","192.168.10.3","TCP","54","","59655  >  13416 [<None>] Seq=1 Win=687 Len=0"
"83","0.062188","192.168.10.3","192.168.10.9","TCP","115","","55365  >  22114 [<None>] Seq=1 Win=999 Len=61"
"84","0.062780","192.168.10.9","192.168.10.3","TCP","54","","19881  >  34918 [<None>] Seq=1 Win=147 Len=0"
"85","0.063626","192.168.10.3","192.168.10.9","TCP","54","","55204  >  32849 [FIN] Seq=1 Win=677 Len=0"
"86","0.064272","192.168.10.3","192.168.10.9","TCP","54","","13497  >  51694 [<None>] Seq=1 Win=285 Len=0"
"87","0.064787","192.168.10.6","192.168.10.3","TCP","54","","64324  >  16097 [SYN] Seq=0 Win=545 Len=0"
"88","0.065320","192.168.10.6","192.168.10.3","TCP","115","","30233  >  56557 [<None>] Seq=1 Win=626 Len=61"
"89","0.065853","192.168.10.3","192.168.10.6","TCP","54","","55737  >  7196 [<None>] Seq=1 Win=802 Len=0"
"90","0.066436","192.168.10.6","192.168.10.3","TCP","115","","61721  >  1757 [<None>] Seq=1 Win=879 Len=61"
"91","0.066943","192.168.10.3","192.168.10.6","TCP","54","","30071  >  25820 [<None>] Seq=1 Win=511 Len=0"
"92","0.067753","192.168.10.6","192.168.10.3","TCP","115","","60556  >  28765 [<None>] Seq=1 Win=378 Len=61"
"93","0.068277","192.168.10.3","192.168.10.6","TCP","54","","21625  >  17355 [<None>] Seq=1 Win=641 Len=0"
"94","0.068886","192.168.10.6","192.168.10.3","TCP","115","","51256  >  31519 [<None>] Seq=1 Win=894 Len=61"
"95","0.069472","192.168.10.3","192.168.10.6","TCP","54","","57282  >  39769 [<None>] Seq=1 Win=420 Len=0"
"96","0.070099","192.168.10.6","192.168.10.3","TCP","115","","12762  >  30607 [<None>] Seq=1 Win=169 Len=61"
"97","0.070688","192.168.10.3","192.168.10.6","TCP","54","","56591  >  20523 [<None>] Seq=1 Win=307 Len=0"
"98","0.071462","192.168.10.6","192.168.10.3","TCP","115","","58113  >  17214 [<None>] Seq=1 Win=136 Len=61"
"99","0.072255","192.168.10.3","192.168.10.6","TCP","54","","17900  >  10651 [<None>] Seq=1 Win=821 Len=0"
"100","0.072859","192.168.10.6","192.168.10.3","TCP","115","","52932  >  42382 [<None>] Seq=1 Win=684 Len=61"
"101","0.073506","192.168.10.3","192.168.10.6","TCP","54","","14553  >  37837 [<None>] Seq=1 Win=259 Len=0"
"102","0.074101","192.168.10.6","192.168.10.3","TCP","115","","6838  >  17915 [<None>] Seq=1 Win=230 Len=61"
"103","0.074610","192.168.10.3","192.168.10.6","TCP","54","","46896  >  16197 [<None>] Seq=1 Win=228 Len=0"
"104","0.075207","192.168.10.6","192.168.10.3","TCP","54","","9449  >  55476 [FIN] Seq=1 Win=460 Len=0"
"105","0.076095","192.168.10.6","192.168.10.3","TCP","54","","47622  >  20415 [<None>] Seq=1 Win=355 Len=0"
"106","0.076750","192.168.10.7","192.168.10.5","TCP","54","","9465  >  57365 [SYN] Seq=0 Win=826 Len=0"
"107","0.077283","192.168.10.7","192.168.10.5","TCP","76","","27606  >  60082 [<None>] Seq=1 Win=724 Len=22"
"108","0.077844","192.168.10.5","192.168.10.7","TCP","54","","37651  >  18279 [<None>] Seq=1 Win=576 Len=0"
"109","0.078501","192.168.10.7","192.168.10.5","TCP","76","","17617  >  29449 [<None>] Seq=1 Win=780 Len=22"
"110","0.079051","192.168.10.5","192.168.10.7","TCP","54","","13547  >  14349 [<None>] Seq=1 Win=108 Len=0"
"111","0.079787","192.168.10.7","192.168.10.5","TCP","76","","38144  >  64047 [<None>] Seq=1 Win=799 Len=22"
"112","0.080345","192.168.10.5","192.168.10.7","TCP","54","","59091  >  63512 [<None>] Seq=1 Win=935 Len=0"
"113","0.080967","192.168.10.7","192.168.10.5","TCP","76","","38013  >  21621 [<None>] Seq=1 Win=543 Len=22"
"114","0.081528","192.168.10.5","192.168.10.7","TCP","54","","55619  >  49645 [<None>] Seq=1 Win=863 Len=0"
"115","0.082168","192.168.10.7","192.168.10.5","TCP","76","","54323  >  60729 [<None>] Seq=1 Win=195 Len=22"
"116","0.082762","192.168.10.5","192.168.10.7","TCP","54","","57578  >  27572 [<None>] Seq=1 Win=410 Len=0"
"117","0.083328","192.168.10.7","192.168.10.5","TCP","76","","52879  >  22305 [<None>] Seq=1 Win=820 Len=22"
"118","0.083971","192.168.10.5","192.168.10.7","TCP","54","","26743  >  62109 [<None>] Seq=1 Win=405 Len=0"
"119","0.084578","192.168.10.7","192.168.10.5","TCP","76","","11966  >  54044 [<None>] Seq=1 Win=922 Len=22"
"120","0.085091","192.168.10.5","192.168.10.7","TCP","54","","14831  >  46160 [<None>] Seq=1 Win=877 Len=0"
"121","0.085672","192.168.10.7","192.168.10.5","TCP","76","","32056  >  44894 [<None>] Seq=1 Win=381 Len=22"
"122","0.086180","192.168.10.5","192.168.10.7","TCP","54","","47314  >  11588 [<None>] Seq=1 Win=935 Len=0"
"123","0.086770","192.168.10.7","192.168.10.5","TCP","76","","46739  >  34858 [<None>] Seq=1 Win=515 Len=22"
"124","0.087427","192.168.10.5","192.168.10.7","TCP","54","","4246  >  10312 [<None>] Seq=1 Win=949 Len=0"
"125","0.088088","192.168.10.7","192.168.10.5","TCP","54","","33341  >  49490 [FIN] Seq=1 Win=758 Len=0"
"126","0.088745","192.168.10.7","192.168.10.5","TCP","54","","50154  >  13840 [<None>] Seq=1 Win=446 Len=0"
"127","0.089306","192.168.10.10","192.168.10.6","TCP","54","","56578  >  35352 [SYN] Seq=0 Win=901 Len=0"
"128","0.089910","192.168.10.10","192.168.10.6","TCP","102","","11041  >  36278 [<None>] Seq=1 Win=118 Len=48"
"129","0.090483","192.168.10.6","192.168.10.10","TCP","54","","13689  >  12313 [<None>] Seq=1 Win=624 Len=0"
"130","0.091644","192.168.10.10","192.168.10.6","TCP","102","","61918  >  9132 [<None>] Seq=1 Win=638 Len=48"
"131","0.092257","192.168.10.6","192.168.10.10","TCP","54","","3349  >  32509 [<None>] Seq=1 Win=765 Len=0"
"132","0.092952","192.168.10.10","192.168.10.6","TCP","102","","18856  >  28519 [<None>] Seq=1 Win=884 Len=48"
"133","0.093566","192.168.10.6","192.168.10.10","TCP","54","","54766  >  12573 [<None>] Seq=1 Win=734 Len=0"
"134","0.094415","192.168.10.10","192.168.10.6","TCP","102","","51617  >  2434 [<None>] Seq=1 Win=449 Len=48"
"135","0.094992","192.168.10.6","192.168.10.10","TCP","54","","32119  >  62533 [<None>] Seq=1 Win=949 Len=0"
"136","0.095843","192.168.10.10","192.168.10.6","TCP","102","","17008  >  38127 [<None>] Seq=1 Win=476 Len=48"
"137","0.096515","192.168.10.6","192.168.10.10","TCP","54","","62583  >  18895 [<None>] Seq=1 Win=766 Len=0"
"138","0.097108","192.168.10.10","192.168.10.6","TCP","102","","60976  >  49712 [<None>] Seq=1 Win=563 Len=48"
"139","0.097660","192.168.10.6","192.168.10.10","TCP","54","","30112  >  22403 [<None>] Seq=1 Win=790 Len=0"
"140","0.098354","192.168.10.10","192.168.10.6","TCP","102","","40888  >  1209 [<None>] Seq=1 Win=383 Len=48"
"141","0.098932","192.168.10.6","192.168.10.10","TCP","54","","53166  >  6360 [<None>] Seq=1 Win=129 Len=0"
"142","0.100060","192.168.10.10","192.168.10.6","TCP","102","","5510  >  56322 [<None>] Seq=1 Win=273 Len=48"
"143","0.100631","192.168.10.6","192.168.10.10","TCP","54","","37633  >  59447 [<None>] Seq=1 Win=496 Len=0"
"144","0.101317","192.168.10.10","192.168.10.6","TCP","102","","12774  >  33281 [<None>] Seq=1 Win=937 Len=48"
"145","0.101954","192.168.10.6","192.168.10.10","TCP","54","","52606  >  5452 [<None>] Seq=1 Win=508 Len=0"
"146","0.102532","192.168.10.10","192.168.10.6","TCP","102","","39619  >  54408 [<None>] Seq=1 Win=494 Len=48"
"147","0.103040","192.168.10.6","192.168.10.10","TCP","54","","50414  >  24847 [<None>] Seq=1 Win=560 Len=0"
"148","0.103838","192.168.10.10","192.168.10.6","TCP","54","","11451  >  41946 [FIN] Seq=1 Win=123 Len=0"
"149","0.104413","192.168.10.10","192.168.10.6","TCP","54","","57572  >  65205 [<None>] Seq=1 Win=174 Len=0"
"150","0.104953","192.168.10.10","192.168.10.10","TCP","54","","37369  >  6629 [SYN] Seq=0 Win=234 Len=0"
"151","0.105481","192.168.10.10","192.168.10.10","TCP","129","","41620  >  10940 [<None>] Seq=1 Win=345 Len=75"
"152","0.105990","192.168.10.10","192.168.10.10","TCP","54","","37372  >  18652 [<None>] Seq=1 Win=865 Len=0"
"153","0.106559","192.168.10.10","192.168.10.10","TCP","129","","4323  >  55734 [<None>] Seq=1 Win=727 Len=75"
"154","0.107089","192.168.10.10","192.168.10.10","TCP","54","","19551  >  45068 [<None>] Seq=1 Win=603 Len=0"
"155","0.108104","192.168.10.10","192.168.10.10","TCP","129","","17911  >  8311 [<None>] Seq=1 Win=538 Len=75"
"156","0.108639","192.168.10.10","192.168.10.10","TCP","54","","44667  >  8935 [<None>] Seq=1 Win=307 Len=0"
"157","0.109311","192.168.10.10","192.168.10.10","TCP","129","","47544  >  27422 [<None>] Seq=1 Win=503 Len=75"
"158","0.109872","192.168.10.10","192.168.10.10","TCP","54","","49626  >  24576 [<None>] Seq=1 Win=362 Len=0"
"159","0.110544","192.168.10.10","192.168.10.10","TCP","129","","18826  >  45230 [<None>] Seq=1 Win=927 Len=75"
"160","0.111333","192.168.10.10","192.168.10.10","TCP","54","","54363  >  25785 [<None>] Seq=1 Win=803 Len=0"
"161","0.111972","192.168.10.10","192.168.10.10","TCP","129","","11701  >  20717 [<None>] Seq=1 Win=526 Len=75"
"162","0.112533","192.168.10.10","192.168.10.10","TCP","54","","49576  >  29449 [<None>] Seq=1 Win=131 Len=0"
"163","0.113151","192.168.10.10","192.168.10.10","TCP","129","","63685  >  19209 [<None>] Seq=1 Win=716 Len=75"
"164","0.113692","192.168.10.10","192.168.10.10","TCP","54","","9618  >  40619 [<None>] Seq=1 Win=998 Len=0"
"165","0.114317","192.168.10.10","192.168.10.10","TCP","129","","54480  >  60553 [<None>] Seq=1 Win=117 Len=75"
"166","0.114851","192.168.10.10","192.168.10.10","TCP","54","","36396  >  55078 [<None>] Seq=1 Win=830 Len=0"
"167","0.115558","192.168.10.10","192.168.10.10","TCP","129","","36390  >  38232 [<None>] Seq=1 Win=390 Len=75"
"168","0.116086","192.168.10.10","192.168.10.10","TCP","54","","12182  >  20559 [<None>] Seq=1 Win=656 Len=0"
"169","0.116753","192.168.10.10","192.168.10.10","TCP","129","","50064  >  53193 [<None>] Seq=1 Win=436 Len=75"
"170","0.117364","192.168.10.10","192.168.10.10","TCP","54","","34513  >  14254 [<None>] Seq=1 Win=787 Len=0"
"171","0.117998","192.168.10.10","192.168.10.10","TCP","129","","48005  >  43962 [<None>] Seq=1 Win=918 Len=75"
"172","0.118588","192.168.10.10","192.168.10.10","TCP","54","","62765  >  13884 [<None>] Seq=1 Win=838 Len=0"
"173","0.119248","192.168.10.10","192.168.10.10","TCP","54","","53983  >  39327 [FIN] Seq=1 Win=998 Len=0"
"174","0.119935","192.168.10.10","192.168.10.10","TCP","54","","31733  >  43926 [<None>] Seq=1 Win=766 Len=0"
"175","0.120600","192.168.10.2","192.168.10.8","TCP","54","","24398  >  19643 [SYN] Seq=0 Win=273 Len=0"
"176","0.121148","192.168.10.2","192.168.10.8","TCP","97","","19149  >  65142 [<None>] Seq=1 Win=396 Len=43"
"177","0.121689","192.168.10.8","192.168.10.2","TCP","54","","46047  >  15706 [<None>] Seq=1 Win=455 Len=0"
"178","0.122315","192.168.10.2","192.168.10.8","TCP","97","","36305  >  32260 [<None>] Seq=1 Win=372 Len=43"
"179","0.122842","192.168.10.8","192.168.10.2","TCP","54","","15532  >  10658 [<None>] Seq=1 Win=892 Len=0"
"180","0.123749","192.168.10.2","192.168.10.8","TCP","97","","11300  >  41807 [<None>] Seq=1 Win=495 Len=43"
"181","0.124333","192.168.10.8","192.168.10.2","TCP","54","","12252  >  35996 [<None>] Seq=1 Win=897 Len=0"
"182","0.124923","192.168.10.2","192.168.10.8","TCP","97","","31298  >  15242 [<None>] Seq=1 Win=284 Len=43"
"183","0.125494","192.168.10.8","192.168.10.2","TCP","54","","8802  >  29472 [<None>] Seq=1 Win=672 Len=0"
"184","0.126141","192.168.10.2","192.168.10.8","TCP","97","","4081  >  1764 [<None>] Seq=1 Win=408 Len=43"
"185","0.126729","192.168.10.8","192.168.10.2","TCP","54","","42288  >  49982 [<None>] Seq=1 Win=330 Len=0"
"186","0.127514","192.168.10.2","192.168.10.8","TCP","97","","11285  >  55817 [<None>] Seq=1 Win=354 Len=43"
"187","0.128071","192.168.10.8","192.168.10.2","TCP","54","","22720  >  35961 [<None>] Seq=1 Win=417 Len=0"
"188","0.128749","192.168.10.2","192.168.10.8","TCP","97","","25307  >  64953 [<None>] Seq=1 Win=398 Len=43"
"189","0.129306","192.168.10.8","192.168.10.2","TCP","54","","38422  >  8383 [<None>] Seq=1 Win=702 Len=0"
"190","0.130046","192.168.10.2","192.168.10.8","TCP","97","","43742  >  20538 [<None>] Seq=1 Win=307 Len=43"
"191","0.130610","192.168.10.8","192.168.10.2","TCP","54","","63482  >  21970 [<None>] Seq=1 Win=778 Len=0"
"192","0.131325","192.168.10.2","192.168.10.8","TCP","97","","40566  >  56382 [<None>] Seq=1 Win=960 Len=43"
"193","0.131850","192.168.10.8","192.168.10.2","TCP","54","","10276  >  40239 [<None>] Seq=1 Win=769 Len=0"
"194","0.132437","192.168.10.2","192.168.10.8","TCP","97","","5009  >  27879 [<None>] Seq=1 Win=301 Len=43"
"195","0.132998","192.168.10.8","192.168.10.2","TCP","54","","38689  >  56872 [<None>] Seq=1 Win=518 Len=0"
"196","0.133608","192.168.10.2","192.168.10.8","TCP","97","","39420  >  62690 [<None>] Seq=1 Win=873 Len=43"
"197","0.134146","192.168.10.8","192.168.10.2","TCP","54","","36093  >  36304 [<None>] Seq=1 Win=932 Len=0"
"198","0.134756","192.168.10.2","192.168.10.8","TCP","97","","11065  >  64699 [<None>] Seq=1 Win=562 Len=43"
"199","0.135408","192.168.10.8","192.168.10.2","TCP","54","","39812  >  2658 [<None>] Seq=1 Win=351 Len=0"
"200","0.136089","192.168.10.2","192.168.10.8","TCP","54","","24062  >  60019 [FIN] Seq=1 Win=731 Len=0"
"201","0.136690","192.168.10.2","192.168.10.8","TCP","54","","51944  >  23094 [<None>] Seq=1 Win=289 Len=0"
"202","0.137289","192.168.10.10","192.168.10.2","TCP","54","","29081  >  63354 [SYN] Seq=0 Win=595 Len=0"
"203","0.137871","192.168.10.10","192.168.10.2","TCP","146","","10946  >  64767 [<None>] Seq=1 Win=779 Len=92"
"204","0.138478","192.168.10.2","192.168.10.10","TCP","54","","15080  >  16093 [<None>] Seq=1 Win=600 Len=0"
"205","0.140134","192.168.10.10","192.168.10.2","TCP","146","","48454  >  33042 [<None>] Seq=1 Win=806 Len=92"
"206","0.140686","192.168.10.2","192.168.10.10","TCP","54","","56774  >  8187 [<None>] Seq=1 Win=909 Len=0"
"207","0.141285","192.168.10.10","192.168.10.2","TCP","146","","9488  >  21423 [<None>] Seq=1 Win=536 Len=92"
"208","0.141808","192.168.10.2","192.168.10.10","TCP","54","","62025  >  54466 [<None>] Seq=1 Win=796 Len=0"
"209","0.142399","192.168.10.10","192.168.10.2","TCP","146","","41475  >  62272 [<None>] Seq=1 Win=253 Len=92"
"210","0.142920","192.168.10.2","192.168.10.10","TCP","54","","34568  >  57057 [<None>] Seq=1 Win=458 Len=0"
"211","0.143674","192.168.10.10","192.168.10.2","TCP","146","","52947  >  9962 [<None>] Seq=1 Win=634 Len=92"
"212","0.144246","192.168.10.2","192.168.10.10","TCP","54","","12197  >  11592 [<None>] Seq=1 Win=461 Len=0"
"213","0.144833","192.168.10.10","192.168.10.2","TCP","146","","14270  >  14035 [<None>] Seq=1 Win=450 Len=92"
"214","0.145365","192.168.10.2","192.168.10.10","TCP","54","","43617  >  14037 [<None>] Seq=1 Win=482 Len=0"
"215","0.145978","192.168.10.10","192.168.10.2","TCP","146","","53613  >  47001 [<None>] Seq=1 Win=688 Len=92"
"216","0.146508","192.168.10.2","192.168.10.10","TCP","54","","11315  >  51334 [<None>] Seq=1 Win=948 Len=0"
"217","0.147247","192.168.10.10","192.168.10.2","TCP","146","","1974  >  62742 [<None>] Seq=1 Win=933 Len=92"
"218","0.147825","192.168.10.2","192.168.10.10","TCP","54","","52276  >  28267 [<None>] Seq=1 Win=530 Len=0"
"219","0.148532","192.168.10.10","192.168.10.2","TCP","146","","60233  >  52120 [<None>] Seq=1 Win=369 Len=92"
"220","0.149128","192.168.10.2","192.168.10.10","TCP","54","","61897  >  44530 [<None>] Seq=1 Win=433 Len=0"
"221","0.149739","192.168.10.10","192.168.10.2","TCP","146","","46432  >  44622 [<None>] Seq=1 Win=742 Len=92"
"222","0.150271","192.168.10.2","192.168.10.10","TCP","54","","48423  >  28684 [<None>] Seq=1 Win=329 Len=0"
"223","0.150848","192.168.10.10","192.168.10.2","TCP","146","","37654  >  10904 [<None>] Seq=1 Win=136 Len=92"
"224","0.151536","192.168.10.2","192.168.10.10","TCP","54","","6929  >  20378 [<None>] Seq=1 Win=664 Len=0"
"225","0.152164","192.168.10.10","192.168.10.2","TCP","146","","25056  >  10154 [<None>] Seq=1 Win=127 Len=92"
"226","0.152714","192.168.10.2","192.168.10.10","TCP","54","","60912  >  25170 [<None>] Seq=1 Win=292 Len=0"
"227","0.153294","192.168.10.10","192.168.10.2","TCP","146","","7649  >  3441 [<None>] Seq=1 Win=534 Len=92"
"228","0.153870","192.168.10.2","192.168.10.10","TCP","54","","9277  >  23646 [<None>] Seq=1 Win=314 Len=0"
"229","0.154486","192.168.10.10","192.168.10.2","TCP","54","","33087  >  7039 [FIN] Seq=1 Win=960 Len=0"
