"No.","Time","Source","Destination","Protocol","Length","bInterfaceClass","Info"
"28","0.057055","192.168.10.10","192.168.10.8","SMTP","422","","C: DATA fragment, 368 bytes"
"29","0.064920","192.168.10.3","192.168.10.6","SMTP","422","","C: DATA fragment, 368 bytes"
"30","0.071702","192.168.10.6","192.168.10.4","SMTP","422","","C: DATA fragment, 368 bytes"
"31","0.078383","192.168.10.2","192.168.10.5","SMTP","422","","C: DATA fragment, 368 bytes"
"32","0.085303","192.168.10.3","192.168.10.6","TCP","422","","[TCP Retransmission] [TCP Port numbers reused] 20  >  25 [SYN] Seq=0 Win=8192 Len=368"
"33","0.092615","192.168.10.5","192.168.10.7","SMTP","422","","C: DATA fragment, 368 bytes"
"34","0.099470","192.168.10.10","192.168.10.2","SMTP","422","","C: DATA fragment, 368 bytes"
"35","0.106491","192.168.10.8","192.168.10.2","TCP","422","","[TCP Retransmission] [TCP Port numbers reused] 20  >  25 [SYN] Seq=0 Win=8192 Len=368"
"36","0.113529","192.168.10.9","192.168.10.8","TCP","422","","[TCP Retransmission] [TCP Port numbers reused] 20  >  25 [SYN] Seq=0 Win=8192 Len=368"
"37","0.120838","192.168.10.8","192.168.10.4","SMTP","422","","C: DATA fragment, 368 bytes"
"38","0.127954","192.168.10.2","192.168.10.8","SMTP","422","","C: DATA fragment, 368 bytes"
"39","0.134788","192.168.10.4","192.168.10.4","TCP","422","","[TCP Retransmission] [TCP Port numbers reused] 20  >  25 [SYN] Seq=0 Win=8192 Len=368"
"40","0.141574","192.168.10.4","192.168.10.10","TCP","422","","[TCP Retransmission] [TCP Port numbers reused] 20  >  25 [SYN] Seq=0 Win=8192 Len=368"
"41","0.148235","192.168.10.2","192.168.10.3","SMTP","422","","C: DATA fragment, 368 bytes"
"42","0.155155","192.168.10.6","192.168.10.8","SMTP","422","","C: DATA fragment, 368 bytes"
"43","0.162172","192.168.10.4","192.168.10.9","SMTP","422","","C: DATA fragment, 368 bytes"
"44","0.169925","192.168.10.2","192.168.10.9","TCP","422","","[TCP Retransmission] [TCP Port numbers reused] 20  >  25 [SYN] Seq=0 Win=8192 Len=368"
"45","0.176811","192.168.10.6","192.168.10.8","TCP","422","","[TCP Retransmission] [TCP Port numbers reused] 20  >  25 [SYN] Seq=0 Win=8192 Len=368"
"46","0.184347","192.168.10.6","192.168.10.7","SMTP","422","","C: DATA fragment, 368 bytes"
"47","0.191251","192.168.10.10","192.168.10.3","SMTP","422","","C: DATA fragment, 368 bytes"
"48","0.198358","192.168.10.10","192.168.10.3","TCP","422","","[TCP Retransmission] [TCP Port numbers reused] 20  >  25 [SYN] Seq=0 Win=8192 Len=368"
"49","0.205287","192.168.10.3","192.168.10.10","SMTP","422","","C: DATA fragment, 368 bytes"
"50","0.212754","192.168.10.3","192.168.10.4","SMTP","422","","C: DATA fragment, 368 bytes"
"51","0.219979","192.168.10.2","192.168.10.4","SMTP","422","","C: DATA fragment, 368 bytes"
"52","0.226521","192.168.10.8","192.168.10.9","SMTP","422","","C: DATA fragment, 368 bytes"
"53","0.233379","192.168.10.3","192.168.10.9","SMTP","422","","C: DATA fragment, 368 bytes"
"54","0.239852","192.168.10.5","192.168.10.2","SMTP","422","","C: DATA fragment, 368 bytes"
"55","0.246225","192.168.10.3","192.168.10.7","SMTP","422","","C: DATA fragment, 368 bytes"
"56","0.252746","192.168.10.9","192.168.10.5","SMTP","422","","C: DATA fragment, 368 bytes"
"57","0.259710","192.168.10.6","192.168.10.6","SMTP","422","","C: DATA fragment, 368 bytes"
"58","0.266766","192.168.10.9","192.168.10.4","SMTP","422","","C: DATA fragment, 368 bytes"
"59","0.273403","192.168.10.7","192.168.10.8","SMTP","422","","C: DATA fragment, 368 bytes"
"60","0.280754","192.168.10.7","192.168.10.3","SMTP","422","","C: DATA fragment, 368 bytes"
"61","0.296744","192.168.10.9","192.168.10.4","TCP","54","","32264  >  55858 [SYN] Seq=0 Win=845 Len=0"
"62","0.297388","192.168.10.9","192.168.10.4","TCP","73","","2319  >  19056 [<None>] Seq=1 Win=124 Len=19"
"63","0.297922","192.168.10.4","192.168.10.9","TCP","54","","20380  >  10337 [<None>] Seq=1 Win=199 Len=0"
"64","0.298519","192.168.10.9","192.168.10.4","TCP","73","","38000  >  22739 [<None>] Seq=1 Win=538 Len=19"
"65","0.299171","192.168.10.4","192.168.10.9","TCP","54","","4638  >  17608 [<None>] Seq=1 Win=916 Len=0"
"66","0.299765","192.168.10.9","192.168.10.4","TCP","73","","43889  >  10777 [<None>] Seq=1 Win=660 Len=19"
"67","0.300297","192.168.10.4","192.168.10.9","TCP","54","","60303  >  7523 [<None>] Seq=1 Win=362 Len=0"
"68","0.320187","192.168.10.9","192.168.10.4","TCP","54","","57836  >  12524 [FIN] Seq=1 Win=182 Len=0"
"69","0.320759","192.168.10.9","192.168.10.4","TCP","54","","21457  >  33398 [<None>] Seq=1 Win=664 Len=0"
"70","0.321285","192.168.10.6","192.168.10.6","TCP","54","","50285  >  29339 [SYN] Seq=0 Win=337 Len=0"
"71","0.321855","192.168.10.6","192.168.10.6","TCP","135","","34485  >  40783 [<None>] Seq=1 Win=949 Len=81"
"72","0.322377","192.168.10.6","192.168.10.6","TCP","54","","24189  >  5345 [<None>] Seq=1 Win=757 Len=0"
"73","0.323140","192.168.10.6","192.168.10.6","TCP","135","","41421  >  50629 [<None>] Seq=1 Win=280 Len=81"
"74","0.323672","192.168.10.6","192.168.10.6","TCP","54","","3289  >  26136 [<None>] Seq=1 Win=252 Len=0"
"75","0.324252","192.168.10.6","192.168.10.6","TCP","135","","46225  >  55868 [<None>] Seq=1 Win=376 Len=81"
"76","0.324779","192.168.10.6","192.168.10.6","TCP","54","","2207  >  43076 [<None>] Seq=1 Win=974 Len=0"
"77","0.325356","192.168.10.6","192.168.10.6","TCP","135","","21771  >  17493 [<None>] Seq=1 Win=820 Len=81"
"78","0.325880","192.168.10.6","192.168.10.6","TCP","54","","61358  >  8717 [<None>] Seq=1 Win=725 Len=0"
"79","0.326640","192.168.10.6","192.168.10.6","TCP","54","","36443  >  33317 [FIN] Seq=1 Win=692 Len=0"
"80","0.327190","192.168.10.6","192.168.10.6","TCP","54","","9619  >  24464 [<None>] Seq=1 Win=228 Len=0"
"81","0.327724","192.168.10.9","192.168.10.5","TCP","54","","17497  >  44228 [SYN] Seq=0 Win=156 Len=0"
"82","0.328257","192.168.10.9","192.168.10.5","TCP","105","","47909  >  37342 [<None>] Seq=1 Win=175 Len=51"
"83","0.328789","192.168.10.5","192.168.10.9","TCP","54","","10747  >  14261 [<None>] Seq=1 Win=695 Len=0"
"84","0.329378","192.168.10.9","192.168.10.5","TCP","105","","30974  >  31614 [<None>] Seq=1 Win=242 Len=51"
"85","0.329906","192.168.10.5","192.168.10.9","TCP","54","","15528  >  17534 [<None>] Seq=1 Win=678 Len=0"
"86","0.330498","192.168.10.9","192.168.10.5","TCP","105","","27505  >  21719 [<None>] Seq=1 Win=123 Len=51"
"87","0.331127","192.168.10.5","192.168.10.9","TCP","54","","11411  >  32903 [<None>] Seq=1 Win=113 Len=0"
"88","0.331717","192.168.10.9","192.168.10.5","TCP","105","","21278  >  33296 [<None>] Seq=1 Win=141 Len=51"
"89","0.332239","192.168.10.5","192.168.10.9","TCP","54","","40536  >  35979 [<None>] Seq=1 Win=319 Len=0"
"90","0.332845","192.168.10.9","192.168.10.5","TCP","105","","21783  >  42860 [<None>] Seq=1 Win=251 Len=51"
"91","0.333366","192.168.10.5","192.168.10.9","TCP","54","","21478  >  39169 [<None>] Seq=1 Win=199 Len=0"
"92","0.333956","192.168.10.9","192.168.10.5","TCP","54","","14260  >  6665 [FIN] Seq=1 Win=513 Len=0"
"93","0.334505","192.168.10.9","192.168.10.5","TCP","54","","14369  >  38280 [<None>] Seq=1 Win=642 Len=0"
"94","0.335226","192.168.10.6","192.168.10.9","TCP","54","","45955  >  29712 [SYN] Seq=0 Win=654 Len=0"
"95","0.335777","192.168.10.6","192.168.10.9","TCP","107","","29321  >  21215 [<None>] Seq=1 Win=147 Len=53"
"96","0.336295","192.168.10.9","192.168.10.6","TCP","54","","3024  >  50511 [<None>] Seq=1 Win=926 Len=0"
"97","0.337515","192.168.10.6","192.168.10.9","TCP","107","","30263  >  6672 [<None>] Seq=1 Win=731 Len=53"
"98","0.338061","192.168.10.9","192.168.10.6","TCP","54","","3769  >  3772 [<None>] Seq=1 Win=148 Len=0"
"99","0.338793","192.168.10.6","192.168.10.9","TCP","107","","4972  >  33771 [<None>] Seq=1 Win=770 Len=53"
"100","0.339327","192.168.10.9","192.168.10.6","TCP","54","","64118  >  48699 [<None>] Seq=1 Win=231 Len=0"
"101","0.339924","192.168.10.6","192.168.10.9","TCP","107","","23277  >  31897 [<None>] Seq=1 Win=835 Len=53"
"102","0.340455","192.168.10.9","192.168.10.6","TCP","54","","4441  >  16319 [<None>] Seq=1 Win=658 Len=0"
"103","0.341050","192.168.10.6","192.168.10.9","TCP","107","","58737  >  25402 [<None>] Seq=1 Win=537 Len=53"
"104","0.341616","192.168.10.9","192.168.10.6","TCP","54","","30610  >  38140 [<None>] Seq=1 Win=601 Len=0"
"105","0.342234","192.168.10.6","192.168.10.9","TCP","107","","63844  >  26883 [<None>] Seq=1 Win=612 Len=53"
"106","0.342886","192.168.10.9","192.168.10.6","TCP","54","","13305  >  17022 [<None>] Seq=1 Win=883 Len=0"
"107","0.343791","192.168.10.6","192.168.10.9","TCP","54","","17225  >  7858 [FIN] Seq=1 Win=348 Len=0"
"108","0.344385","192.168.10.6","192.168.10.9","TCP","54","","52086  >  46341 [<None>] Seq=1 Win=321 Len=0"
"109","0.345059","192.168.10.10","192.168.10.10","TCP","54","","50067  >  12196 [SYN] Seq=0 Win=530 Len=0"
"110","0.345624","192.168.10.10","192.168.10.10","TCP","120","","4638  >  48317 [<None>] Seq=1 Win=197 Len=66"
"111","0.346148","192.168.10.10","192.168.10.10","TCP","54","","11603  >  37575 [<None>] Seq=1 Win=541 Len=0"
"112","0.346870","192.168.10.10","192.168.10.10","TCP","120","","65488  >  52670 [<None>] Seq=1 Win=836 Len=66"
"113","0.347405","192.168.10.10","192.168.10.10","TCP","54","","6068  >  38829 [<None>] Seq=1 Win=572 Len=0"
"114","0.348004","192.168.10.10","192.168.10.10","TCP","120","","37810  >  65402 [<None>] Seq=1 Win=959 Len=66"
"115","0.348536","192.168.10.10","192.168.10.10","TCP","54","","45909  >  9813 [<None>] Seq=1 Win=676 Len=0"
"116","0.349116","192.168.10.10","192.168.10.10","TCP","120","","35027  >  2098 [<None>] Seq=1 Win=590 Len=66"
"117","0.349643","192.168.10.10","192.168.10.10","TCP","54","","17714  >  47380 [<None>] Seq=1 Win=755 Len=0"
"118","0.350259","192.168.10.10","192.168.10.10","TCP","120","","59359  >  43186 [<None>] Seq=1 Win=667 Len=66"
"119","0.350923","192.168.10.10","192.168.10.10","TCP","54","","47334  >  33888 [<None>] Seq=1 Win=282 Len=0"
"120","0.351528","192.168.10.10","192.168.10.10","TCP","120","","35545  >  54169 [<None>] Seq=1 Win=206 Len=66"
"121","0.352408","192.168.10.10","192.168.10.10","TCP","54","","36144  >  47738 [<None>] Seq=1 Win=141 Len=0"
"122","0.353041","192.168.10.10","192.168.10.10","TCP","120","","60929  >  29223 [<None>] Seq=1 Win=102 Len=66"
"123","0.353674","192.168.10.10","192.168.10.10","TCP","54","","4077  >  61173 [<None>] Seq=1 Win=975 Len=0"
"124","0.354682","192.168.10.10","192.168.10.10","TCP","54","","50402  >  5796 [FIN] Seq=1 Win=886 Len=0"
"125","0.355255","192.168.10.10","192.168.10.10","TCP","54","","1609  >  41481 [<None>] Seq=1 Win=786 Len=0"
"126","0.355813","192.168.10.7","192.168.10.5","TCP","54","","7629  >  32886 [SYN] Seq=0 Win=839 Len=0"
"127","0.356363","192.168.10.7","192.168.10.5","TCP","86","","62810  >  38972 [<None>] Seq=1 Win=321 Len=32"
"128","0.356886","192.168.10.5","192.168.10.7","TCP","54","","15934  >  62358 [<None>] Seq=1 Win=700 Len=0"
"129","0.357485","192.168.10.7","192.168.10.5","TCP","86","","10394  >  56362 [<None>] Seq=1 Win=268 Len=32"
"130","0.358008","192.168.10.5","192.168.10.7","TCP","54","","18808  >  40564 [<None>] Seq=1 Win=670 Len=0"
"131","0.358741","192.168.10.7","192.168.10.5","TCP","86","","1161  >  35572 [<None>] Seq=1 Win=630 Len=32"
"132","0.359304","192.168.10.5","192.168.10.7","TCP","54","","13072  >  36769 [<None>] Seq=1 Win=782 Len=0"
"133","0.359979","192.168.10.7","192.168.10.5","TCP","86","","26258  >  57703 [<None>] Seq=1 Win=108 Len=32"
"134","0.360536","192.168.10.5","192.168.10.7","TCP","54","","2653  >  49291 [<None>] Seq=1 Win=210 Len=0"
"135","0.361212","192.168.10.7","192.168.10.5","TCP","86","","6503  >  18358 [<None>] Seq=1 Win=158 Len=32"
"136","0.361793","192.168.10.5","192.168.10.7","TCP","54","","14428  >  8235 [<None>] Seq=1 Win=508 Len=0"
"137","0.362411","192.168.10.7","192.168.10.5","TCP","86","","28239  >  62094 [<None>] Seq=1 Win=277 Len=32"
"138","0.363110","192.168.10.5","192.168.10.7","TCP","54","","53807  >  9280 [<None>] Seq=1 Win=541 Len=0"
"139","0.363805","192.168.10.7","192.168.10.5","TCP","86","","23026  >  31089 [<None>] Seq=1 Win=635 Len=32"
"140","0.364325","192.168.10.5","192.168.10.7","TCP","54","","37537  >  28988 [<None>] Seq=1 Win=147 Len=0"
"141","0.364910","192.168.10.7","192.168.10.5","TCP","86","","17996  >  31069 [<None>] Seq=1 Win=650 Len=32"
"142","0.365429","192.168.10.5","192.168.10.7","TCP","54","","44758  >  5571 [<None>] Seq=1 Win=503 Len=0"
"143","0.366064","192.168.10.7","192.168.10.5","TCP","54","","48211  >  42611 [FIN] Seq=1 Win=332 Len=0"
"144","0.366608","192.168.10.7","192.168.10.5","TCP","54","","33147  >  47998 [<None>] Seq=1 Win=741 Len=0"
"145","0.367277","192.168.10.5","192.168.10.4","TCP","54","","65427  >  43870 [SYN] Seq=0 Win=874 Len=0"
"146","0.367829","192.168.10.5","192.168.10.4","TCP","114","","7429  >  41595 [<None>] Seq=1 Win=916 Len=60"
"147","0.368405","192.168.10.4","192.168.10.5","TCP","54","","42686  >  52991 [<None>] Seq=1 Win=319 Len=0"
"148","0.369069","192.168.10.5","192.168.10.4","TCP","114","","29939  >  54084 [<None>] Seq=1 Win=815 Len=60"
"149","0.369594","192.168.10.4","192.168.10.5","TCP","54","","32366  >  51640 [<None>] Seq=1 Win=533 Len=0"
"150","0.370290","192.168.10.5","192.168.10.4","TCP","114","","25925  >  35103 [<None>] Seq=1 Win=795 Len=60"
"151","0.370998","192.168.10.4","192.168.10.5","TCP","54","","24989  >  57047 [<None>] Seq=1 Win=622 Len=0"
"152","0.371644","192.168.10.5","192.168.10.4","TCP","114","","29152  >  14890 [<None>] Seq=1 Win=464 Len=60"
"153","0.372196","192.168.10.4","192.168.10.5","TCP","54","","8652  >  47632 [<None>] Seq=1 Win=888 Len=0"
"154","0.372893","192.168.10.5","192.168.10.4","TCP","114","","2702  >  48326 [<None>] Seq=1 Win=450 Len=60"
"155","0.373457","192.168.10.4","192.168.10.5","TCP","54","","30984  >  60891 [<None>] Seq=1 Win=941 Len=0"
"156","0.374069","192.168.10.5","192.168.10.4","TCP","114","","1047  >  18074 [<None>] Seq=1 Win=642 Len=60"
"157","0.374716","192.168.10.4","192.168.10.5","TCP","54","","42476  >  56988 [<None>] Seq=1 Win=355 Len=0"
"158","0.375310","192.168.10.5","192.168.10.4","TCP","114","","11910  >  63169 [<None>] Seq=1 Win=412 Len=60"
"159","0.375858","192.168.10.4","192.168.10.5","TCP","54","","41283  >  20189 [<None>] Seq=1 Win=983 Len=0"
"160","0.376494","192.168.10.5","192.168.10.4","TCP","114","","18790  >  36994 [<None>] Seq=1 Win=321 Len=60"
"161","0.377031","192.168.10.4","192.168.10.5","TCP","54","","57732  >  1987 [<None>] Seq=1 Win=260 Len=0"
"162","0.377643","192.168.10.5","192.168.10.4","TCP","114","","19956  >  11329 [<None>] Seq=1 Win=980 Len=60"
"163","0.378252","192.168.10.4","192.168.10.5","TCP","54","","17010  >  34970 [<None>] Seq=1 Win=205 Len=0"
"164","0.379039","192.168.10.5","192.168.10.4","TCP","54","","13451  >  63121 [FIN] Seq=1 Win=676 Len=0"
"165","0.379599","192.168.10.5","192.168.10.4","TCP","54","","49260  >  15171 [<None>] Seq=1 Win=235 Len=0"
"166","0.380198","192.168.10.6","192.168.10.4","TCP","54","","47912  >  56116 [SYN] Seq=0 Win=449 Len=0"
"167","0.380768","192.168.10.6","192.168.10.4","TCP","107","","61030  >  49395 [<None>] Seq=1 Win=107 Len=53"
"168","0.381347","192.168.10.4","192.168.10.6","TCP","54","","35424  >  25833 [<None>] Seq=1 Win=255 Len=0"
"169","0.382023","192.168.10.6","192.168.10.4","TCP","107","","24533  >  9683 [<None>] Seq=1 Win=602 Len=53"
"170","0.382570","192.168.10.4","192.168.10.6","TCP","54","","33489  >  26449 [<None>] Seq=1 Win=113 Len=0"
"171","0.383700","192.168.10.6","192.168.10.4","TCP","107","","14022  >  56283 [<None>] Seq=1 Win=472 Len=53"
"172","0.384229","192.168.10.4","192.168.10.6","TCP","54","","1242  >  27836 [<None>] Seq=1 Win=222 Len=0"
"173","0.384821","192.168.10.6","192.168.10.4","TCP","107","","33331  >  8326 [<None>] Seq=1 Win=411 Len=53"
"174","0.385528","192.168.10.4","192.168.10.6","TCP","54","","23796  >  17974 [<None>] Seq=1 Win=437 Len=0"
"175","0.386158","192.168.10.6","192.168.10.4","TCP","107","","47638  >  16158 [<None>] Seq=1 Win=685 Len=53"
"176","0.386700","192.168.10.4","192.168.10.6","TCP","54","","39187  >  63967 [<None>] Seq=1 Win=411 Len=0"
"177","0.387467","192.168.10.6","192.168.10.4","TCP","107","","65517  >  39552 [<None>] Seq=1 Win=565 Len=53"
"178","0.388032","192.168.10.4","192.168.10.6","TCP","54","","28288  >  50145 [<None>] Seq=1 Win=253 Len=0"
"179","0.388690","192.168.10.6","192.168.10.4","TCP","107","","20853  >  10477 [<None>] Seq=1 Win=267 Len=53"
"180","0.389266","192.168.10.4","192.168.10.6","TCP","54","","41313  >  8370 [<None>] Seq=1 Win=832 Len=0"
"181","0.389948","192.168.10.6","192.168.10.4","TCP","107","","12890  >  25269 [<None>] Seq=1 Win=822 Len=53"
"182","0.390472","192.168.10.4","192.168.10.6","TCP","54","","47371  >  12501 [<None>] Seq=1 Win=350 Len=0"
"183","0.391304","192.168.10.6","192.168.10.4","TCP","107","","62070  >  36169 [<None>] Seq=1 Win=813 Len=53"
"184","0.391841","192.168.10.4","192.168.10.6","TCP","54","","58202  >  15717 [<None>] Seq=1 Win=439 Len=0"
"185","0.392447","192.168.10.6","192.168.10.4","TCP","107","","21244  >  31882 [<None>] Seq=1 Win=571 Len=53"
"186","0.392983","192.168.10.4","192.168.10.6","TCP","54","","19481  >  27322 [<None>] Seq=1 Win=409 Len=0"
"187","0.393558","192.168.10.6","192.168.10.4","TCP","54","","53274  >  10728 [FIN] Seq=1 Win=478 Len=0"
"188","0.394101","192.168.10.6","192.168.10.4","TCP","54","","29903  >  39358 [<None>] Seq=1 Win=214 Len=0"
"189","0.394621","192.168.10.5","192.168.10.7","TCP","54","","8345  >  27192 [SYN] Seq=0 Win=315 Len=0"
"190","0.395329","192.168.10.5","192.168.10.7","TCP","130","","54295  >  44247 [<None>] Seq=1 Win=391 Len=76"
"191","0.395851","192.168.10.7","192.168.10.5","TCP","54","","53610  >  58603 [<None>] Seq=1 Win=119 Len=0"
"192","0.396494","192.168.10.5","192.168.10.7","TCP","130","","48738  >  10220 [<None>] Seq=1 Win=258 Len=76"
"193","0.397097","192.168.10.7","192.168.10.5","TCP","54","","40541  >  37131 [<None>] Seq=1 Win=991 Len=0"
"194","0.397757","192.168.10.5","192.168.10.7","TCP","130","","25520  >  38738 [<None>] Seq=1 Win=357 Len=76"
"195","0.398338","192.168.10.7","192.168.10.5","TCP","54","","49414  >  64886 [<None>] Seq=1 Win=560 Len=0"
"196","0.399094","192.168.10.5","192.168.10.7","TCP","130","","27344  >  34693 [<None>] Seq=1 Win=162 Len=76"
"197","0.399714","192.168.10.7","192.168.10.5","TCP","54","","9373  >  64582 [<None>] Seq=1 Win=551 Len=0"
"198","0.400399","192.168.10.5","192.168.10.7","TCP","130","","65312  >  56000 [<None>] Seq=1 Win=703 Len=76"
"199","0.400920","192.168.10.7","192.168.10.5","TCP","54","","39713  >  8023 [<None>] Seq=1 Win=621 Len=0"
"200","0.401510","192.168.10.5","192.168.10.7","TCP","130","","45670  >  39357 [<None>] Seq=1 Win=987 Len=76"
"201","0.402051","192.168.10.7","192.168.10.5","TCP","54","","3901  >  7641 [<None>] Seq=1 Win=666 Len=0"
"202","0.402741","192.168.10.5","192.168.10.7","TCP","130","","2021  >  35903 [<None>] Seq=1 Win=866 Len=76"
"203","0.403259","192.168.10.7","192.168.10.5","TCP","54","","63994  >  36972 [<None>] Seq=1 Win=603 Len=0"
"204","0.403842","192.168.10.5","192.168.10.7","TCP","130","","61801  >  10229 [<None>] Seq=1 Win=817 Len=76"
"205","0.404414","192.168.10.7","192.168.10.5","TCP","54","","55158  >  34251 [<None>] Seq=1 Win=189 Len=0"
"206","0.405023","192.168.10.5","192.168.10.7","TCP","130","","45169  >  65292 [<None>] Seq=1 Win=925 Len=76"
"207","0.405587","192.168.10.7","192.168.10.5","TCP","54","","24496  >  36027 [<None>] Seq=1 Win=539 Len=0"
"208","0.406222","192.168.10.5","192.168.10.7","TCP","130","","48349  >  53815 [<None>] Seq=1 Win=539 Len=76"
"209","0.406931","192.168.10.7","192.168.10.5","TCP","54","","1305  >  4359 [<None>] Seq=1 Win=490 Len=0"
"210","0.407600","192.168.10.5","192.168.10.7","TCP","130","","13612  >  53619 [<None>] Seq=1 Win=360 Len=76"
"211","0.408148","192.168.10.7","192.168.10.5","TCP","54","","26305  >  18080 [<None>] Seq=1 Win=700 Len=0"
"212","0.408833","192.168.10.5","192.168.10.7","TCP","54","","21050  >  52901 [FIN] Seq=1 Win=477 Len=0"
"213","0.409461","192.168.10.5","192.168.10.7","TCP","54","","50544  >  14544 [<None>] Seq=1 Win=175 Len=0"
"214","0.409984","192.168.10.6","192.168.10.4","TCP","54","","6865  >  46308 [SYN] Seq=0 Win=146 Len=0"
"215","0.410653","192.168.10.6","192.168.10.4","TCP","132","","23006  >  52527 [<None>] Seq=1 Win=414 Len=78"
"216","0.411201","192.168.10.4","192.168.10.6","TCP","54","","23142  >  45246 [<None>] Seq=1 Win=320 Len=0"
"217","0.411800","192.168.10.6","192.168.10.4","TCP","132","","24251  >  57244 [<None>] Seq=1 Win=986 Len=78"
"218","0.412330","192.168.10.4","192.168.10.6","TCP","54","","7644  >  62828 [<None>] Seq=1 Win=600 Len=0"
"219","0.412911","192.168.10.6","192.168.10.4","TCP","132","","39085  >  60619 [<None>] Seq=1 Win=375 Len=78"
"220","0.413437","192.168.10.4","192.168.10.6","TCP","54","","54699  >  18471 [<None>] Seq=1 Win=665 Len=0"
"221","0.414066","192.168.10.6","192.168.10.4","TCP","132","","52054  >  3025 [<None>] Seq=1 Win=251 Len=78"
"222","0.415058","192.168.10.4","192.168.10.6","TCP","54","","62213  >  63136 [<None>] Seq=1 Win=314 Len=0"
"223","0.415685","192.168.10.6","192.168.10.4","TCP","132","","63493  >  62756 [<None>] Seq=1 Win=920 Len=78"
"224","0.416280","192.168.10.4","192.168.10.6","TCP","54","","58532  >  8564 [<None>] Seq=1 Win=380 Len=0"
"225","0.417079","192.168.10.6","192.168.10.4","TCP","132","","19312  >  29483 [<None>] Seq=1 Win=341 Len=78"
"226","0.417687","192.168.10.4","192.168.10.6","TCP","54","","45500  >  35168 [<None>] Seq=1 Win=816 Len=0"
"227","0.418333","192.168.10.6","192.168.10.4","TCP","132","","32935  >  16124 [<None>] Seq=1 Win=893 Len=78"
"228","0.419101","192.168.10.4","192.168.10.6","TCP","54","","10708  >  21847 [<None>] Seq=1 Win=149 Len=0"
"229","0.419724","192.168.10.6","192.168.10.4","TCP","132","","26467  >  17329 [<None>] Seq=1 Win=896 Len=78"
"230","0.420242","192.168.10.4","192.168.10.6","TCP","54","","53066  >  60774 [<None>] Seq=1 Win=653 Len=0"
"231","0.420831","192.168.10.6","192.168.10.4","TCP","132","","1477  >  50826 [<None>] Seq=1 Win=575 Len=78"
"232","0.421409","192.168.10.4","192.168.10.6","TCP","54","","36067  >  28057 [<None>] Seq=1 Win=162 Len=0"
